update_timestamp,effective_date,infections_published_daily,app_downloads_cumulated,app_downloads_android_cumulated,app_downloads_ios_cumulated,app_downloads_daily,app_downloads_android_daily,app_downloads_ios_daily,app_downloads_7days_avg,app_downloads_android_7days_avg,app_downloads_ios_7days_avg,app_downloads_7days_sum,app_downloads_android_7days_sum,app_downloads_ios_7days_sum
"2022-07-05T08:21:58,913",2020-09-09,1176,18049887,9657516,8392371,31789,19382,12407,31233.428571428572,17123.428571428572,14110.0,218634,119864,98770
"2022-07-05T08:21:58,913",2020-09-10,1892,18085984,9678390,8407594,36097,20874,15223,31746.428571428572,17341.0,14405.42857142857,222225,121387,100838
"2022-07-05T08:21:58,913",2020-09-11,1484,18110332,9692451,8417881,24348,14061,10287,29560.428571428572,16920.0,12640.42857142857,206923,118440,88483
"2022-07-05T08:21:58,913",2020-09-12,1630,18131069,9704010,8427059,20737,11559,9178,29388.85714285714,16633.14285714286,12755.714285714286,205722,116432,89290
"2022-07-05T08:21:58,913",2020-09-13,948,18153528,9716796,8436732,22459,12786,9673,29256.14285714286,16375.714285714286,12880.42857142857,204793,114630,90163
"2022-07-05T08:21:58,913",2020-09-14,927,18182158,9732952,8449206,28630,16156,12474,28999.85714285714,16162.57142857143,12837.285714285714,202999,113138,89861
"2022-07-05T08:21:58,913",2020-09-15,1407,18210366,9747905,8462461,28208,14953,13255,27466.85714285714,15681.57142857143,11785.285714285714,192268,109771,82497
"2022-07-05T08:21:58,913",2020-09-16,1901,18249942,9762948,8486994,39576,15043,24533,28579.285714285714,15061.714285714286,13517.57142857143,200055,105432,94623
"2022-07-05T08:21:58,913",2020-09-17,2194,18281958,9779292,8502666,32016,16344,15672,27996.285714285714,14414.57142857143,13581.714285714286,195974,100902,95072
"2022-07-05T08:21:58,913",2020-09-18,1916,18318658,9798024,8520634,36700,18732,17968,29760.85714285714,15081.857142857143,14679.0,208326,105573,102753
"2022-07-05T08:21:58,913",2020-09-19,2297,18343221,9810298,8532923,24563,12274,12289,30307.428571428572,15184.0,15123.42857142857,212152,106288,105864
"2022-07-05T08:21:58,913",2020-09-20,1345,18369055,9824174,8544881,25834,13876,11958,30789.571428571428,15339.714285714286,15449.857142857143,215527,107378,108149
"2022-07-05T08:21:58,913",2020-09-21,922,18403057,9843596,8559461,34002,19422,14580,31557.0,15806.285714285714,15750.714285714286,220899,110644,110255
"2022-07-05T08:21:58,913",2020-09-22,1821,18436751,9863292,8573459,33694,19696,13998,32340.714285714286,16483.85714285714,15856.857142857143,226385,115387,110998
"2022-07-05T08:21:58,913",2020-09-23,1769,18522475,9913557,8608918,85724,50265,35459,38933.28571428572,21515.571428571428,17417.714285714286,272533,150609,121924
"2022-07-05T08:21:58,913",2020-09-24,2143,18575280,9946483,8628797,52805,32926,19879,41903.142857142855,23884.428571428572,18018.714285714286,293322,167191,126131
"2022-07-05T08:21:58,913",2020-09-25,2153,18616922,9972827,8644095,41642,26344,15298,42609.142857142855,24971.85714285714,17637.285714285714,298264,174803,123461
"2022-07-05T08:21:58,913",2020-09-26,2507,18651931,9995584,8656347,35009,22757,12252,44101.42857142857,26469.428571428572,17632.0,308710,185286,123424
"2022-07-05T08:21:58,913",2020-09-27,1410,18689490,10019382,8670108,37559,23798,13761,45776.42857142857,27886.85714285714,17889.571428571428,320435,195208,125227
"2022-07-05T08:21:58,913",2020-09-28,1192,18728594,10043117,8685477,39104,23735,15369,46505.28571428572,28503.0,18002.285714285714,325537,199521,126016
"2022-07-05T08:21:58,913",2020-09-29,2089,18775399,10071408,8703991,46805,28291,18514,48378.28571428572,29730.85714285714,18647.428571428572,338648,208116,130532
"2022-07-05T08:21:58,913",2020-09-30,1798,18821731,10100824,8720907,46332,29416,16916,42750.857142857145,26752.428571428572,15998.42857142857,299256,187267,111989
"2022-07-05T08:21:58,913",2020-10-01,2503,18864374,10126064,8738310,42643,25240,17403,41299.142857142855,25654.428571428572,15644.714285714286,289094,179581,109513
"2022-07-05T08:21:58,913",2020-10-02,2673,18899451,10147752,8751699,35077,21688,13389,40361.28571428572,24989.285714285714,15372.0,282529,174925,107604
"2022-07-05T08:21:58,913",2020-10-03,2563,18930509,10167817,8762692,31058,20065,10993,39796.857142857145,24604.714285714286,15192.142857142857,278578,172233,106345
"2022-07-05T08:21:58,913",2020-10-04,2279,18959579,10186741,8772838,29070,18924,10146,38584.142857142855,23908.428571428572,14675.714285714286,270089,167359,102730
"2022-07-05T08:21:58,913",2020-10-05,1382,18999384,10209996,8789388,39805,23255,16550,38684.28571428572,23839.85714285714,14844.42857142857,270790,166879,103911
"2022-07-05T08:21:58,913",2020-10-06,2639,19042649,10237306,8805343,43265,27310,15955,38178.57142857143,23699.714285714286,14478.857142857143,267250,165898,101352
"2022-07-05T08:21:58,913",2020-10-07,2828,19086710,10263892,8822818,44061,26586,17475,37854.142857142855,23295.428571428572,14558.714285714286,264979,163068,101911
"2022-07-05T08:21:58,913",2020-10-08,4058,19156416,10306787,8849629,69706,42895,26811,41720.28571428572,25817.571428571428,15902.714285714286,292042,180723,111319
"2022-07-05T08:21:58,913",2020-10-09,4516,19218738,10344443,8874295,62322,37656,24666,45612.42857142857,28098.714285714286,17513.714285714286,319287,196691,122596
"2022-07-05T08:21:58,913",2020-10-10,4721,19287729,10396282,8891447,68991,51839,17152,51031.42857142857,32637.85714285714,18393.571428571428,357220,228465,128755
"2022-07-05T08:21:58,913",2020-10-11,3483,19346370,10437787,8908583,58641,41505,17136,55255.857142857145,35863.71428571428,19392.14285714286,386791,251046,135745
"2022-07-05T08:21:58,913",2020-10-12,2467,19406998,10476159,8930839,60628,38372,22256,58230.57142857143,38023.28571428572,20207.285714285714,407614,266163,141451
"2022-07-05T08:21:58,913",2020-10-13,4122,19466357,10511917,8954440,59359,35758,23601,60529.71428571428,39230.142857142855,21299.571428571428,423708,274611,149097
"2022-07-05T08:21:58,913",2020-10-14,5132,19545654,10560754,8984900,79297,48837,30460,65563.42857142857,42408.857142857145,23154.571428571428,458944,296862,162082
"2022-07-05T08:21:58,913",2020-10-15,6638,19639393,10613612,9025781,93739,52858,40881,68996.71428571429,43832.142857142855,25164.571428571428,482977,306825,176152
"2022-07-05T08:21:58,913",2020-10-16,7334,19732015,10667602,9064413,92622,53990,38632,73325.28571428571,46165.57142857143,27159.714285714286,513277,323159,190118
"2022-07-05T08:21:58,913",2020-10-17,7830,19819310,10724125,9095185,87295,56523,30772,75940.14285714286,46834.71428571428,29105.428571428572,531581,327843,203738
"2022-07-05T08:21:58,913",2020-10-18,5587,19903692,10782127,9121565,84382,58002,26380,79617.42857142857,49191.42857142857,30426.0,557322,344340,212982
"2022-07-05T08:21:58,913",2020-10-19,4325,20058536,10872140,9186396,154844,90013,64831,93076.85714285714,56568.71428571428,36508.142857142855,651538,395981,255557
"2022-07-05T08:21:58,913",2020-10-20,6868,20181012,10940739,9240273,122476,68599,53877,102093.57142857143,61260.28571428572,40833.28571428572,714655,428822,285833
"2022-07-05T08:21:58,913",2020-10-21,7595,20283015,11005484,9277531,102003,64745,37258,105337.28571428571,63532.857142857145,41804.42857142857,737361,444730,292631
"2022-07-05T08:21:58,913",2020-10-22,11287,20426883,11094135,9332748,143868,88651,55217,112498.57142857143,68646.14285714286,43852.42857142857,787490,480523,306967
"2022-07-05T08:21:58,913",2020-10-23,11242,20568662,11171331,9397331,141779,77196,64583,119521.0,71961.28571428571,47559.71428571428,836647,503729,332918
"2022-07-05T08:21:58,913",2020-10-24,14714,20657237,11223044,9434193,88575,51713,36862,119703.85714285714,71274.14285714286,48429.71428571428,837927,498919,339008
"2022-07-05T08:21:58,913",2020-10-25,11176,20751246,11280058,9471188,94009,57014,36995,121079.14285714286,71133.0,49946.142857142855,847554,497931,349623
"2022-07-05T08:21:58,913",2020-10-26,8685,20866381,11343875,9522506,115135,63817,51318,115406.42857142857,67390.71428571429,48015.71428571428,807845,471735,336110
"2022-07-05T08:21:58,913",2020-10-27,11409,20974768,11403049,9571719,108387,59174,49213,113393.71428571429,66044.28571428571,47349.42857142857,793756,462310,331446
"2022-07-05T08:21:58,913",2020-10-28,14964,21116163,11479383,9636780,141395,76334,65061,119021.14285714286,67699.85714285714,51321.28571428572,833148,473899,359249
"2022-07-05T08:21:58,913",2020-10-29,16774,21253989,11546475,9707514,137826,67092,70734,118158.0,64620.0,53538.0,827106,452340,374766
"2022-07-05T08:21:58,913",2020-10-30,18681,21396120,11605379,9790741,142131,58904,83227,118208.28571428571,62006.857142857145,56201.42857142857,827458,434048,393410
"2022-07-05T08:21:58,913",2020-10-31,19059,21468133,11647568,9820565,72013,42189,29824,115842.28571428571,60646.28571428572,55196.0,810896,424524,386372
"2022-07-05T08:21:58,913",2020-11-01,14177,21555066,11701734,9853332,86933,54166,32767,114831.42857142857,60239.42857142857,54592.0,803820,421676,382144
"2022-07-05T08:21:58,913",2020-11-02,12097,21666206,11767807,9898399,111140,66073,45067,114260.71428571429,60561.71428571428,53699.0,799825,423932,375893
"2022-07-05T08:21:58,913",2020-11-03,15352,21782924,11820652,9962272,116718,52845,63873,115450.85714285714,59657.57142857143,55793.28571428572,808156,417603,390553
"2022-07-05T08:21:58,913",2020-11-04,17214,21859864,11866560,9993304,76940,45908,31032,106243.0,55311.0,50932.0,743701,387177,356524
"2022-07-05T08:21:58,913",2020-11-05,19990,21943163,11916687,10026476,83299,50127,33172,98453.42857142857,52887.42857142857,45566.0,689174,370212,318962
"2022-07-05T08:21:58,913",2020-11-06,21506,22018257,11960098,10058159,75094,43411,31683,88876.71428571429,50674.142857142855,38202.57142857143,622137,354719,267418
"2022-07-05T08:21:58,913",2020-11-07,23399,22083354,11996710,10086644,65097,36612,28485,87888.71428571429,49877.42857142857,38011.28571428572,615221,349142,266079
"2022-07-05T08:21:58,913",2020-11-08,16017,22143568,12035289,10108279,60214,38579,21635,84071.71428571429,47650.71428571428,36421.0,588502,333555,254947
"2022-07-05T08:21:58,913",2020-11-09,13363,22217580,12076192,10141388,74012,40903,33109,78767.71428571429,44055.0,34712.71428571428,551374,308385,242989
"2022-07-05T08:21:58,913",2020-11-10,15332,22277907,12112610,10165297,60327,36418,23909,70711.85714285714,41708.28571428572,29003.571428571428,494983,291958,203025
"2022-07-05T08:21:58,913",2020-11-11,18487,22357181,12153291,10203890,79274,40681,38593,71045.28571428571,40961.57142857143,30083.714285714286,497317,286731,210586
"2022-07-05T08:21:58,913",2020-11-12,21866,22429039,12195065,10233974,71858,41774,30084,69410.85714285714,39768.28571428572,29642.571428571428,485876,278378,207498
"2022-07-05T08:21:58,913",2020-11-13,23542,22496236,12234650,10261586,67197,39585,27612,68282.71428571429,39221.71428571428,29061.0,477979,274552,203427
"2022-07-05T08:21:58,913",2020-11-14,22461,22543904,12263588,10280316,47668,28938,18730,65792.85714285714,38125.42857142857,27667.428571428572,460550,266878,193672
"2022-07-05T08:21:58,913",2020-11-15,16947,22596760,12296585,10300175,52856,32997,19859,64741.71428571428,37328.0,27413.714285714286,453192,261296,191896
"2022-07-05T08:21:58,913",2020-11-16,10824,22672578,12342445,10330133,75818,45860,29958,64999.71428571428,38036.142857142855,26963.571428571428,454998,266253,188745
"2022-07-05T08:21:58,913",2020-11-17,14419,22736165,12379527,10356638,63587,37082,26505,65465.42857142857,38131.0,27334.428571428572,458258,266917,191341
"2022-07-05T08:21:58,913",2020-11-18,17561,22799062,12413752,10385310,62897,34225,28672,63125.857142857145,37208.71428571428,25917.14285714286,441881,260461,181420
"2022-07-05T08:21:58,913",2020-11-19,22609,22857236,12448704,10408532,58174,34952,23222,61171.0,36234.142857142855,24936.85714285714,428197,253639,174558
"2022-07-05T08:21:58,913",2020-11-20,23648,22910490,12478499,10431991,53254,29795,23459,59179.142857142855,34835.57142857143,24343.571428571428,414254,243849,170405
"2022-07-05T08:21:58,913",2020-11-21,22964,22949274,12502475,10446799,38784,23976,14808,57910.0,34126.71428571428,23783.285714285714,405370,238887,166483
"2022-07-05T08:21:58,913",2020-11-22,15741,22987610,12526591,10461019,38336,24116,14220,55835.71428571428,32858.0,22977.714285714286,390850,230006,160844
"2022-07-05T08:21:58,913",2020-11-23,10864,23041213,12558658,10482555,53603,32067,21536,52662.142857142855,30887.571428571428,21774.571428571428,368635,216213,152422
"2022-07-05T08:21:58,913",2020-11-24,13554,23091715,12589351,10502364,50502,30693,19809,50792.857142857145,29974.85714285714,20818.0,355550,209824,145726
"2022-07-05T08:21:58,913",2020-11-25,18633,23167653,12621604,10546049,75938,32253,43685,52655.857142857145,29693.14285714286,22962.714285714286,368591,207852,160739
"2022-07-05T08:21:58,913",2020-11-26,22268,23224362,12654739,10569623,56709,33135,23574,52446.57142857143,29433.571428571428,23013.0,367126,206035,161091
"2022-07-05T08:21:58,913",2020-11-27,22806,23277867,12681580,10596287,53505,26841,26664,52482.42857142857,29011.571428571428,23470.85714285714,367377,203081,164296
"2022-07-05T08:21:58,913",2020-11-28,21695,23313064,12702986,10610078,35197,21406,13791,51970.0,28644.428571428572,23325.571428571428,363790,200511,163279
"2022-07-05T08:21:58,913",2020-11-29,14611,23344510,12722636,10621874,31446,19650,11796,50985.71428571428,28006.428571428572,22979.285714285714,356900,196045,160855
"2022-07-05T08:21:58,913",2020-11-30,11169,23386130,12747875,10638255,41620,25239,16381,49273.857142857145,27031.0,22242.85714285714,344917,189217,155700
"2022-07-05T08:21:58,913",2020-12-01,13604,23433838,12775443,10658395,47708,27568,20140,48874.71428571428,26584.571428571428,22290.14285714286,342123,186092,156031
"2022-07-05T08:21:58,913",2020-12-02,17270,23480034,12802969,10677065,46196,27526,18670,44625.857142857145,25909.285714285714,18716.571428571428,312381,181365,131016
"2022-07-05T08:21:58,913",2020-12-03,22046,23531037,12831959,10699078,51003,28990,22013,43810.71428571428,25317.14285714286,18493.571428571428,306675,177220,129455
"2022-07-05T08:21:58,913",2020-12-04,23448,23575407,12858807,10716600,44370,26848,17522,42505.71428571428,25318.14285714286,17187.571428571428,297540,177227,120313
"2022-07-05T08:21:58,913",2020-12-05,23318,23610913,12880762,10730151,35506,21955,13551,42549.857142857145,25396.571428571428,17153.285714285714,297849,177776,120073
"2022-07-05T08:21:58,913",2020-12-06,17767,23654557,12906918,10747639,43644,26156,17488,44292.42857142857,26326.0,17966.428571428572,310047,184282,125765
"2022-07-05T08:21:58,913",2020-12-07,12332,23705308,12936920,10768388,50751,30002,20749,45596.857142857145,27006.428571428572,18590.428571428572,319178,189045,130133
"2022-07-05T08:21:58,913",2020-12-08,14055,23758747,12970943,10787804,53439,34023,19416,46415.57142857143,27928.571428571428,18487.0,324909,195500,129409
"2022-07-05T08:21:58,913",2020-12-09,20815,23814595,13004442,10810153,55848,33499,22349,47794.42857142857,28781.85714285714,19012.571428571428,334561,201473,133088
"2022-07-05T08:21:58,913",2020-12-10,23679,23870530,13039907,10830623,55935,35465,20470,48499.0,29706.85714285714,18792.14285714286,339493,207948,131545
"2022-07-05T08:21:58,913",2020-12-11,29875,23925732,13074062,10851670,55202,34155,21047,50046.42857142857,30750.714285714286,19295.714285714286,350325,215255,135070
"2022-07-05T08:21:58,913",2020-12-12,28438,23967373,13100682,10866691,41641,26620,15021,50922.857142857145,31417.14285714286,19505.714285714286,356460,219920,136540
"2022-07-05T08:21:58,913",2020-12-13,20200,24017691,13132880,10884811,50318,32198,18120,51876.28571428572,32280.285714285714,19596.0,363134,225962,137172
"2022-07-05T08:21:58,913",2020-12-14,16362,24070496,13167178,10903318,52805,34298,18507,52169.71428571428,32894.0,19275.714285714286,365188,230258,134930
"2022-07-05T08:21:58,913",2020-12-15,14432,24120519,13199933,10920586,50023,32755,17268,51681.71428571428,32712.85714285714,18968.85714285714,361772,228990,132782
"2022-07-05T08:21:58,913",2020-12-16,27728,24194714,13235051,10959663,74195,35118,39077,54302.71428571428,32944.142857142855,21358.571428571428,380119,230609,149510
"2022-07-05T08:21:58,913",2020-12-17,26923,24254595,13272628,10981967,59881,37577,22304,54866.42857142857,33245.857142857145,21620.571428571428,384065,232721,151344
"2022-07-05T08:21:58,913",2020-12-18,33777,24308118,13307103,11001015,53523,34475,19048,54626.57142857143,33291.57142857143,21335.0,382386,233041,149345
"2022-07-05T08:21:58,913",2020-12-19,31300,24344443,13330692,11013751,36325,23589,12736,53867.142857142855,32858.57142857143,21008.571428571428,377070,230010,147060
"2022-07-05T08:21:58,913",2020-12-20,22771,24377713,13353364,11024349,33270,22672,10598,51431.71428571428,31497.714285714286,19934.0,360022,220484,139538
"2022-07-05T08:21:58,913",2020-12-21,16643,24423529,13383551,11039978,45816,30187,15629,50433.28571428572,30910.428571428572,19522.85714285714,353033,216373,136660
"2022-07-05T08:21:58,913",2020-12-22,19528,24467690,13412934,11054756,44161,29383,14778,49595.857142857145,30428.714285714286,19167.14285714286,347171,213001,134170
"2022-07-05T08:21:58,913",2020-12-23,24740,24506234,13438001,11068233,38544,25067,13477,44502.857142857145,28992.85714285714,15510.0,311520,202950,108570
"2022-07-05T08:21:58,913",2020-12-24,32195,24545132,13462022,11083110,38898,24021,14877,41505.28571428572,27056.285714285714,14449.0,290537,189394,101143
"2022-07-05T08:21:58,913",2020-12-25,25533,24587303,13486453,11100850,42171,24431,17740,39883.57142857143,25621.428571428572,14262.142857142857,279185,179350,99835
"2022-07-05T08:21:58,913",2020-12-26,14455,24617050,13504645,11112405,29747,18192,11555,38943.857142857145,24850.428571428572,14093.42857142857,272607,173953,98654
"2022-07-05T08:21:58,913",2020-12-27,13755,24647446,13523874,11123572,30396,19229,11167,38533.28571428572,24358.571428571428,14174.714285714286,269733,170510,99223
"2022-07-05T08:21:58,913",2020-12-28,10976,24685703,13545578,11140125,38257,21704,16553,37453.42857142857,23146.714285714286,14306.714285714286,262174,162027,100147
"2022-07-05T08:21:58,913",2020-12-29,12892,24720819,13568085,11152734,35116,22507,12609,36161.28571428572,22164.428571428572,13996.857142857143,253129,155151,97978
"2022-07-05T08:21:58,913",2020-12-30,22459,24755282,13590007,11165275,34463,21922,12541,35578.28571428572,21715.14285714286,13863.142857142857,249048,152006,97042
"2022-07-05T08:21:58,913",2020-12-31,32552,24775477,13602879,11172598,20195,12872,7323,32906.42857142857,20122.428571428572,12784.0,230345,140857,89488
"2022-07-05T08:21:58,913",2021-01-01,22924,24789297,13611330,11177967,13820,8451,5369,28856.285714285714,17839.571428571428,11016.714285714286,201994,124877,77117
"2022-07-05T08:21:58,913",2021-01-02,12690,24804892,13620478,11184414,15595,9148,6447,26834.571428571428,16547.571428571428,10287.0,187842,115833,72009
"2022-07-05T08:21:58,913",2021-01-03,10315,24819063,13629246,11189817,14171,8768,5403,24516.714285714286,15053.142857142857,9463.57142857143,171617,105372,66245
"2022-07-05T08:21:58,913",2021-01-04,9847,24844002,13644673,11199329,24939,15427,9512,22614.14285714286,14156.42857142857,8457.714285714286,158299,99095,59204
"2022-07-05T08:21:58,913",2021-01-05,11897,24874204,13663175,11211029,30202,18502,11700,21912.14285714286,13584.285714285714,8327.857142857143,153385,95090,58295
"2022-07-05T08:21:58,913",2021-01-06,21237,24901588,13678652,11222936,27384,15477,11907,20900.85714285714,12663.57142857143,8237.285714285714,146306,88645,57661
"2022-07-05T08:21:58,913",2021-01-07,26391,24928232,13694895,11233337,26644,16243,10401,21822.14285714286,13145.142857142857,8677.0,152755,92016,60739
"2022-07-05T08:21:58,913",2021-01-08,31849,24953026,13710231,11242795,24794,15336,9458,23389.85714285714,14128.714285714286,9261.142857142857,163729,98901,64828
"2022-07-05T08:21:58,913",2021-01-09,24694,24971087,13721316,11249771,18061,11085,6976,23742.14285714286,14405.42857142857,9336.714285714286,166195,100838,65357
"2022-07-05T08:21:58,913",2021-01-10,16946,24986351,13730922,11255429,15264,9606,5658,23898.285714285714,14525.142857142857,9373.142857142857,167288,101676,65612
"2022-07-05T08:21:58,913",2021-01-11,12497,25010526,13745920,11264606,24175,14998,9177,23789.14285714286,14463.857142857143,9325.285714285714,166524,101247,65277
"2022-07-05T08:21:58,913",2021-01-12,12802,25034943,13760426,11274517,24417,14506,9911,22962.714285714286,13893.0,9069.714285714286,160739,97251,63488
"2022-07-05T08:21:58,913",2021-01-13,19600,25060695,13776588,11284107,25752,16162,9590,22729.571428571428,13990.857142857143,8738.714285714286,159107,97936,61171
"2022-07-05T08:21:58,913",2021-01-14,25164,25086648,13791663,11294985,25953,15075,10878,22630.85714285714,13824.0,8806.857142857143,158416,96768,61648
"2022-07-05T08:21:58,913",2021-01-15,22368,25111236,13806607,11304629,24588,14944,9644,22601.428571428572,13768.0,8833.42857142857,158210,96376,61834
"2022-07-05T08:21:58,913",2021-01-16,18678,25127256,13816664,11310592,16020,10057,5963,22309.85714285714,13621.142857142857,8688.714285714286,156169,95348,60821
"2022-07-05T08:21:58,913",2021-01-17,13882,25140530,13825384,11315146,13274,8720,4554,22025.571428571428,13494.57142857143,8531.0,154179,94462,59717
"2022-07-05T08:21:58,913",2021-01-18,7141,25160976,13838389,11322587,20446,13005,7441,21492.85714285714,13209.857142857143,8283.0,150450,92469,57981
"2022-07-05T08:21:58,913",2021-01-19,11369,25186225,13851411,11334814,25249,13022,12227,21611.714285714286,12997.857142857143,8613.857142857143,151282,90985,60297
"2022-07-05T08:21:58,913",2021-01-20,15974,25206695,13863028,11343667,20470,11617,8853,20857.14285714286,12348.57142857143,8508.57142857143,146000,86440,59560
"2022-07-05T08:21:58,913",2021-01-21,20398,25226421,13875420,11351001,19726,12392,7334,19967.571428571428,11965.285714285714,8002.285714285715,139773,83757,56016
"2022-07-05T08:21:58,913",2021-01-22,17862,25245383,13887331,11358052,18962,11911,7051,19163.85714285714,11532.0,7631.857142857143,134147,80724,53423
"2022-07-05T08:21:58,913",2021-01-23,16417,25258918,13895916,11363002,13535,8585,4950,18808.85714285714,11321.714285714286,7487.142857142857,131662,79252,52410
"2022-07-05T08:21:58,913",2021-01-24,12257,25270290,13903180,11367110,11372,7264,4108,18537.14285714286,11113.714285714286,7423.428571428572,129760,77796,51964
"2022-07-05T08:21:58,913",2021-01-25,6729,25288281,13914903,11373378,17991,11723,6268,18186.428571428572,10930.57142857143,7255.857142857143,127305,76514,50791
"2022-07-05T08:21:58,913",2021-01-26,6412,25308551,13927074,11381477,20270,12171,8099,17475.14285714286,10809.0,6666.142857142857,122326,75663,46663
"2022-07-05T08:21:58,913",2021-01-27,13202,25326196,13938480,11387716,17645,11406,6239,17071.571428571428,10778.857142857143,6292.714285714285,119501,75452,44049
"2022-07-05T08:21:58,913",2021-01-28,17549,25344653,13949657,11394996,18457,11177,7280,16890.285714285714,10605.285714285714,6285.0,118232,74237,43995
"2022-07-05T08:21:58,913",2021-01-29,14022,25362820,13961156,11401664,18167,11499,6668,16776.714285714286,10546.42857142857,6230.285714285715,117437,73825,43612
"2022-07-05T08:21:58,913",2021-01-30,12321,25378293,13971105,11407188,15473,9949,5524,17053.571428571428,10741.285714285714,6312.285714285715,119375,75189,44186
"2022-07-05T08:21:58,913",2021-01-31,11192,25389542,13978379,11411163,11249,7274,3975,17036.0,10742.714285714286,6293.285714285715,119252,75199,44053
"2022-07-05T08:21:58,913",2021-02-01,5608,25406437,13989310,11417127,16895,10931,5964,16879.428571428572,10629.57142857143,6249.857142857143,118156,74407,43749
"2022-07-05T08:21:58,913",2021-02-02,6114,25423181,13999687,11423494,16744,10377,6367,16375.714285714286,10373.285714285714,6002.428571428572,114630,72613,42017
"2022-07-05T08:21:58,913",2021-02-03,9705,25439551,14010001,11429550,16370,10314,6056,16193.57142857143,10217.285714285714,5976.285714285715,113355,71521,41834
"2022-07-05T08:21:58,913",2021-02-04,14211,25463621,14023104,11440517,24070,13103,10967,16995.428571428572,10492.42857142857,6503.0,118968,73447,45521
"2022-07-05T08:21:58,913",2021-02-05,12908,25480364,14033576,11446788,16743,10472,6271,16792.0,10345.714285714286,6446.285714285715,117544,72420,45124
"2022-07-05T08:21:58,913",2021-02-06,10485,25491399,14040298,11451101,11035,6722,4313,16158.0,9884.714285714286,6273.285714285715,113106,69193,43913
"2022-07-05T08:21:58,913",2021-02-07,8616,25499737,14045299,11454438,8338,5001,3337,15742.142857142857,9560.0,6182.142857142857,110195,66920,43275
"2022-07-05T08:21:58,913",2021-02-08,4535,25514116,14053243,11460873,14379,7944,6435,15382.714285714286,9133.285714285714,6249.428571428572,107679,63933,43746
"2022-07-05T08:21:58,913",2021-02-09,3379,25533582,14061339,11472243,19466,8096,11370,15771.57142857143,8807.42857142857,6964.142857142857,110401,61652,48749
"2022-07-05T08:21:58,913",2021-02-10,8072,25578217,14071336,11506881,44635,9997,34638,19809.428571428572,8762.142857142857,11047.285714285714,138666,61335,77331
"2022-07-05T08:21:58,913",2021-02-11,10237,25610415,14081026,11529389,32198,9690,22508,20970.571428571428,8274.57142857143,12696.0,146794,57922,88872
"2022-07-05T08:21:58,913",2021-02-12,9860,25637960,14090616,11547344,27545,9590,17955,22513.714285714286,8148.571428571428,14365.142857142857,157596,57040,100556
"2022-07-05T08:21:58,913",2021-02-13,8354,25652567,14097038,11555529,14607,6422,8185,23024.0,8105.714285714285,14918.285714285714,161168,56740,104428
"2022-07-05T08:21:58,913",2021-02-14,6114,25663770,14102099,11561671,11203,5061,6142,23433.285714285714,8114.285714285715,15319.0,164033,56800,107233
"2022-07-05T08:21:58,913",2021-02-15,4426,25679266,14110571,11568695,15496,8472,7024,23592.85714285714,8189.714285714285,15403.142857142857,165150,57328,107822
"2022-07-05T08:21:58,913",2021-02-16,3856,25697973,14119895,11578078,18707,9324,9383,23484.428571428572,8365.142857142857,15119.285714285714,164391,58556,105835
"2022-07-05T08:21:58,913",2021-02-17,7556,25714484,14129255,11585229,16511,9360,7151,19466.714285714286,8274.142857142857,11192.57142857143,136267,57919,78348
"2022-07-05T08:21:58,913",2021-02-18,10207,25731035,14138856,11592179,16551,9601,6950,17231.428571428572,8261.42857142857,8970.0,120620,57830,62790
"2022-07-05T08:21:58,913",2021-02-19,9113,25747129,14148054,11599075,16094,9198,6896,15595.57142857143,8205.42857142857,7390.142857142857,109169,57438,51731
"2022-07-05T08:21:58,913",2021-02-20,9164,25758321,14154300,11604021,11192,6246,4946,15107.714285714286,8180.285714285715,6927.428571428572,105754,57262,48492
"2022-07-05T08:21:58,913",2021-02-21,7676,25767977,14159693,11608284,9656,5393,4263,14886.714285714286,8227.714285714286,6659.0,104207,57594,46613
"2022-07-05T08:21:58,913",2021-02-22,4369,25784139,14169279,11614860,16162,9586,6576,14981.857142857143,8386.857142857143,6595.0,104873,58708,46165
"2022-07-05T08:21:58,913",2021-02-23,3883,25801175,14178961,11622214,17036,9682,7354,14743.142857142857,8438.0,6305.142857142857,103202,59066,44136
"2022-07-05T08:21:58,913",2021-02-24,8007,25817635,14188003,11629632,16460,9042,7418,14735.857142857143,8392.57142857143,6343.285714285715,103151,58748,44403
"2022-07-05T08:21:58,913",2021-02-25,11869,25834052,14197671,11636381,16417,9668,6749,14716.714285714286,8402.142857142857,6314.571428571428,103017,58815,44202
"2022-07-05T08:21:58,913",2021-02-26,9997,25852929,14207344,11645585,18877,9673,9204,15114.285714285714,8470.0,6644.285714285715,105800,59290,46510
"2022-07-05T08:21:58,913",2021-02-27,9762,25865542,14215096,11650446,12613,7752,4861,15317.285714285714,8685.142857142857,6632.142857142857,107221,60796,46425
"2022-07-05T08:21:58,913",2021-02-28,7890,25880356,14224153,11656203,14814,9057,5757,16054.142857142857,9208.57142857143,6845.571428571428,112379,64460,47919
"2022-07-05T08:21:58,913",2021-03-01,4732,25911940,14236556,11675384,31584,12403,19181,18257.285714285714,9611.0,8646.285714285714,127801,67277,60524
"2022-07-05T08:21:58,913",2021-03-02,3943,25930763,14248585,11682178,18823,12029,6794,18512.571428571428,9946.285714285714,8566.285714285714,129588,69624,59964
